City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
149,barcelos,41.5388,-8.6151,284.09,74,0,1.81,PT,1675459642
150,chokurdakh,70.6333,147.9167,249.83,99,100,1.5,RU,1675459697
151,half moon bay,37.4636,-122.4286,287.53,91,100,2.06,US,1675459698
152,hlobyne,49.3878,33.2596,271.15,96,100,2.0,UA,1675459698
153,gorontalo,0.5412,123.0595,296.02,92,100,1.8,ID,1675459699
154,si chiang mai,17.9564,102.5867,298.12,81,71,1.05,TH,1675459699
155,lata,40.1629,-8.3327,279.86,77,0,1.45,PT,1675459700
156,vardo,70.3705,31.1107,267.14,86,75,9.26,NO,1675459700
157,upata,8.0086,-62.3989,298.07,73,93,2.01,VE,1675459700
158,kjollefjord,70.9457,27.3465,269.18,86,75,6.69,NO,1675459701
159,dutlwe,-23.9833,23.9,296.45,72,74,4.97,BW,1675459701
160,povenets,62.8487,34.8262,263.87,95,100,2.81,RU,1675459702
161,monrovia,6.3005,-10.7969,299.02,88,0,2.71,LR,1675459504
162,isla mujeres,21.2311,-86.731,300.18,67,41,4.41,MX,1675459702
163,lekoni,-1.5843,14.2591,301.19,51,78,1.58,GA,1675459703
164,qingdao,36.0986,120.3719,267.93,86,0,1.0,CN,1675459703
165,port elizabeth,-33.918,25.5701,295.55,94,0,4.63,ZA,1675459704
166,aswan,24.0934,32.907,287.74,27,0,4.73,EG,1675459704
167,leh,34.1667,77.5833,261.0,89,80,0.25,IN,1675459704
168,hokitika,-42.7167,170.9667,292.41,90,100,1.55,NZ,1675459705
169,north bend,43.4065,-124.2243,286.1,83,75,11.83,US,1675459706
170,ialibu,-6.2821,143.9935,287.54,98,100,0.4,PG,1675459706
171,sao joao da barra,-21.6403,-41.0511,302.2,87,21,7.18,BR,1675459707
172,baculin,7.4525,126.5842,297.47,85,77,3.68,PH,1675459707
173,cockburn town,21.4612,-71.1419,298.02,78,3,7.06,TC,1675459707
174,mabaruma,8.2,-59.7833,297.01,95,69,2.51,GY,1675459708
175,bethel,41.3712,-73.414,265.09,35,75,5.66,US,1675459603
176,upernavik,72.7868,-56.1549,248.26,100,100,3.21,GL,1675459708
177,semporna,4.4818,118.6112,297.98,88,100,2.66,MY,1675459709
178,coquimbo,-29.9533,-71.3436,293.0,72,40,4.63,CL,1675459709
179,awjilah,29.1081,21.2869,286.87,43,100,1.46,LY,1675459710
180,ajdabiya,30.7554,20.2263,286.93,70,100,3.43,LY,1675459710
181,georgetown,5.4112,100.3354,298.12,93,20,1.03,MY,1675459711
182,quatre cocos,-20.2078,57.7625,298.21,85,18,3.25,MU,1675459711
183,thinadhoo,0.5333,72.9333,300.41,69,72,7.79,MV,1675459712
184,bontang,0.1333,117.5,298.06,85,100,1.14,ID,1675459712
185,mecca,21.4267,39.8261,293.53,44,1,1.99,SA,1675459712
186,san antonio,29.4241,-98.4936,289.88,54,0,4.12,US,1675458971
187,sibolga,1.7427,98.7792,297.98,83,100,1.18,ID,1675459713
188,opuwo,-18.0607,13.84,296.86,23,89,3.11,NA,1675459714
189,jonesboro,35.8423,-90.7043,274.37,50,0,3.6,US,1675459604
190,walvis bay,-22.9575,14.5053,290.98,81,58,2.62,NA,1675459714
191,makakilo city,21.3469,-158.0858,299.33,70,40,3.6,US,1675459715
192,chapais,49.7834,-74.8492,240.03,84,100,6.59,CA,1675459715
193,vao,-22.6667,167.4833,299.86,77,100,7.09,NC,1675459623
194,fare,-16.7,-151.0167,300.55,76,28,7.47,PF,1675459716
195,brindisi,40.5833,17.6667,284.7,67,67,3.7,IT,1675459716
196,salamanca,40.8333,-6.0,277.94,56,0,2.1,ES,1675459717
197,tongchuan,35.0806,109.0897,274.35,43,99,2.08,CN,1675459717
198,riacho de santana,-13.6092,-42.9389,298.22,72,100,1.03,BR,1675459718
199,marsh harbour,26.5412,-77.0636,298.21,72,3,7.2,BS,1675459718
200,shenjiamen,29.9576,122.298,280.06,67,100,3.99,CN,1675459718
201,griffith,41.5284,-87.4237,263.2,44,100,2.06,US,1675459719
202,svetlaya,46.5389,138.3297,257.58,83,3,2.49,RU,1675459719
203,sharjah,25.3573,55.4033,295.14,83,40,2.06,AE,1675459689
204,naze,28.3667,129.4833,286.66,72,99,3.88,JP,1675459720
205,tinsukia,27.5,95.3667,286.75,38,0,1.15,IN,1675459720
206,lethem,3.3803,-59.7968,305.18,58,40,6.17,GY,1675459721
207,xining,36.6167,101.7667,268.21,50,0,0.73,CN,1675459448
208,ahipara,-35.1667,173.1667,294.13,88,100,3.36,NZ,1675459721
209,victoria,22.2855,114.1577,291.18,85,96,4.47,HK,1675459676
210,doha,25.2867,51.5333,290.14,59,0,4.63,QA,1675459605
211,arman,59.7,150.1667,250.13,88,33,3.65,RU,1675459722
212,conde,-7.2597,-34.9075,300.85,74,20,4.63,BR,1675459723
213,hamilton,39.1834,-84.5333,271.17,49,20,6.69,US,1675459692
214,laguna,38.421,-121.4238,288.25,70,100,2.57,US,1675459724
215,provideniya,64.3833,-173.3,251.82,90,64,5.05,RU,1675459724
216,phangnga,8.4509,98.5298,297.17,96,28,1.94,TH,1675459724
217,brae,60.3964,-1.353,278.43,89,100,7.51,GB,1675459725
218,tungor,53.3808,142.9564,247.84,94,100,5.06,RU,1675459725
219,acapulco,16.8634,-99.8901,303.05,70,0,3.6,MX,1675459726
220,maniitsoq,65.4167,-52.9,259.17,94,100,2.87,GL,1675459538
221,bauchi,10.5,10.0,297.59,20,72,2.28,NG,1675459726
222,saint-georges,12.0564,-61.7485,300.97,69,40,7.2,GD,1675459727
223,ust-omchug,61.15,149.6333,237.59,100,99,0.89,RU,1675459727
224,tasiilaq,65.6145,-37.6368,270.24,71,100,2.35,GL,1675459727
225,hay river,60.8156,-115.7999,254.13,71,100,1.03,CA,1675459728
226,berlevag,70.8578,29.0864,272.12,59,75,7.72,NO,1675459541
227,himatnagar,23.6,72.95,290.0,25,0,2.69,IN,1675459729
228,hemnesberget,66.2333,13.6333,259.03,85,29,2.11,NO,1675459730
229,verkhnyaya toyma,62.2349,44.9985,264.34,97,100,1.3,RU,1675459730
230,high prairie,55.4334,-116.4858,274.55,98,62,1.98,CA,1675459730
231,roebourne,-20.7833,117.1333,302.71,61,56,2.44,AU,1675459731
232,lodja,-3.4833,23.4333,294.33,92,91,1.07,CD,1675459731
233,saskylakh,71.9167,114.0833,232.08,100,76,1.87,RU,1675459732
234,dakar,14.6937,-17.4441,295.64,77,80,4.12,SN,1675459322
235,buala,-8.145,159.5921,300.55,79,74,0.77,SB,1675459524
236,nuevo progreso,23.1667,-97.95,291.74,43,0,1.79,MX,1675459733
237,kaitangata,-46.2817,169.8464,292.84,82,16,1.3,NZ,1675459469
238,kruisfontein,-34.0033,24.7314,292.98,83,52,4.0,ZA,1675459733
239,klaksvik,62.2266,-6.589,281.66,93,100,10.25,FO,1675459734
240,camopi,3.1655,-52.3158,296.64,97,100,1.62,GF,1675459734
241,rach gia,10.0167,105.0833,296.74,86,100,4.13,VN,1675459735
242,balykshi,47.0667,51.8667,273.15,100,100,4.0,KZ,1675459735
243,labuhan,-6.8844,112.2051,298.55,90,100,4.47,ID,1675459736
244,aklavik,68.2191,-135.0107,236.15,74,40,1.03,CA,1675459736
245,rongcheng,30.634,117.8517,277.39,93,74,1.49,CN,1675459737
246,santiago del estero,-27.7951,-64.2615,303.85,38,98,2.4,AR,1675459493
247,kavieng,-2.5744,150.7967,300.85,75,100,2.63,PG,1675459737
248,nador,35.174,-2.9287,284.29,66,0,2.57,MA,1675459738
249,harper,4.375,-7.7169,299.54,84,7,2.61,LR,1675459739
250,sawtell,-30.3833,153.1,296.59,68,3,5.66,AU,1675459739
251,sao filipe,14.8961,-24.4956,295.64,68,89,6.13,CV,1675459739
252,haines junction,60.7522,-137.5108,259.12,78,99,0.51,CA,1675459740
253,tarko-sale,64.9225,77.785,256.69,98,84,2.95,RU,1675459740
254,wasilla,61.5814,-149.4394,271.49,91,100,2.57,US,1675459741
255,alyangula,-13.8483,136.4192,301.06,68,48,1.84,AU,1675459741
256,vallenar,-28.5708,-70.7581,301.63,34,0,4.36,CL,1675459742
257,port-cartier,50.0334,-66.8654,248.01,79,99,8.86,CA,1675459742
258,shimoda,34.6667,138.95,277.1,74,87,3.27,JP,1675459743
259,brooks,50.5834,-111.8851,279.14,60,98,2.06,CA,1675459746
260,longyearbyen,78.2186,15.6401,258.06,72,0,5.14,SJ,1675459451
261,brewster,41.3973,-73.6171,264.82,37,75,5.66,US,1675459675
262,lodwar,3.1191,35.5973,302.88,26,58,2.25,KE,1675459749
263,codrington,-38.2667,141.9667,288.36,80,100,7.65,AU,1675459751
264,constitucion,-35.3333,-72.4167,292.91,72,14,3.44,CL,1675459492
265,mineiros,-17.5694,-52.5511,297.44,84,100,2.65,BR,1675459558
266,najran,17.4924,44.1277,289.51,33,64,0.78,SA,1675459537
267,karaton,-6.3424,106.1045,296.91,92,100,2.3,ID,1675459753
268,maralal,1.0968,36.698,288.61,58,66,2.23,KE,1675459754
269,iquique,-20.2208,-70.1431,299.17,78,32,2.28,CL,1675459754
270,ust-tsilma,65.441,52.1498,256.62,100,99,1.21,RU,1675459755
271,envira,-7.3,-70.2167,296.7,95,99,1.07,BR,1675459756
272,krasnoselkup,65.7,82.4667,259.25,97,99,2.06,RU,1675459756
273,faanui,-16.4833,-151.75,300.45,77,14,7.67,PF,1675459468
274,de aar,-30.6497,24.0123,296.65,46,6,8.48,ZA,1675459759
275,newport,51.5877,-2.9984,282.42,93,3,2.59,GB,1675459472
276,high level,58.5169,-117.136,258.21,66,75,0.0,CA,1675459529
277,hasaki,35.7333,140.8333,275.49,65,96,4.43,JP,1675459761
278,pinega,64.7001,43.3936,260.17,98,100,0.34,RU,1675459762
279,kattivakkam,13.2167,80.3167,300.2,74,3,3.48,IN,1675459762
280,impfondo,1.6381,18.0667,297.8,53,14,0.68,CG,1675459763
281,saint pete beach,27.7253,-82.7412,294.31,72,20,8.23,US,1675459764
282,nisia floresta,-6.0911,-35.2086,300.6,71,62,4.38,BR,1675459765
283,marsa matruh,31.3525,27.2453,287.04,62,40,7.42,EG,1675459766
284,fez,34.0372,-4.9998,281.29,61,0,1.54,MA,1675459614
285,noshiro,40.2039,140.0242,269.06,74,98,0.99,JP,1675459768
286,acurenam,1.0322,10.6488,295.65,88,55,1.04,GQ,1675459768
287,woodstock,43.1334,-80.7497,260.05,79,100,4.92,CA,1675459063
288,lensk,60.7253,114.9278,252.82,99,100,1.52,RU,1675459770
289,magadan,59.5667,150.8,251.51,83,25,2.66,RU,1675459771
290,puerto colombia,10.9878,-74.9547,302.2,71,52,8.36,CO,1675459772
291,derzhavinsk,51.1,66.3167,255.12,96,6,4.14,KZ,1675459773
292,manaus,-3.1019,-60.025,303.43,79,75,3.09,BR,1675459740
293,new glasgow,45.5834,-62.6486,261.03,71,97,9.58,CA,1675459774
294,antalaha,-14.9003,50.2788,297.25,89,0,2.23,MG,1675459774
295,severo-kurilsk,50.6789,156.125,269.9,78,99,4.73,RU,1675459775
296,gizo,-8.103,156.8419,301.23,77,73,2.46,SB,1675459775
297,carolina,18.3808,-65.9574,300.66,76,40,8.75,PR,1675459776
298,melilla,35.2937,-2.9383,284.36,66,0,2.57,ES,1675459776
299,marawi,7.9986,124.2928,290.06,88,43,1.25,PH,1675459777
300,eyrarbakki,63.863,-21.1481,275.49,73,100,14.92,IS,1675459777
301,oistins,13.0667,-59.5333,300.2,65,40,7.72,BB,1675459651
302,ocos,14.5094,-92.1933,304.25,64,16,5.06,GT,1675459778
303,ocean city,39.2776,-74.5746,271.29,42,92,7.6,US,1675459778
304,tiksi,71.6872,128.8694,237.04,100,91,0.77,RU,1675459779
305,saint-augustin,51.226,-58.6502,270.18,93,100,3.02,CA,1675459779
306,rocha,-34.4833,-54.3333,292.45,83,100,4.72,UY,1675459780
307,ponta delgada,37.7333,-25.6667,288.55,94,20,3.6,PT,1675459780
308,raudeberg,61.9875,5.1352,273.52,78,93,3.04,NO,1675459781
309,sitka,57.0531,-135.33,279.09,81,40,0.0,US,1675459498
310,kungurtug,50.5994,97.5228,249.56,95,60,0.81,RU,1675459781
311,broome,42.2506,-75.833,259.52,71,100,7.72,US,1675459782
312,port lincoln,-34.7333,135.8667,288.77,68,57,3.33,AU,1675459782
313,necochea,-38.5473,-58.7368,294.8,55,0,6.31,AR,1675459783
314,hambantota,6.1241,81.1185,297.34,100,75,2.06,LK,1675459783
315,mahebourg,-20.4081,57.7,298.31,94,40,2.57,MU,1675459783
316,chake chake,-5.2459,39.7666,298.9,84,100,2.91,TZ,1675459784
317,viedma,-40.8135,-62.9967,301.58,37,0,6.23,AR,1675459784
318,katsuura,35.1333,140.3,279.72,85,100,3.91,JP,1675459785
319,puri,19.8,85.85,289.44,59,51,1.53,IN,1675459640
320,pangnirtung,66.1451,-65.7125,237.15,68,20,1.03,CA,1675459508
321,mareeba,-17.0,145.4333,297.84,97,100,0.94,AU,1675459785
322,batouri,4.4333,14.3667,298.99,38,94,0.73,CM,1675459521
323,progreso,21.2833,-89.6667,299.32,71,24,7.21,MX,1675459786
324,kamenka,51.3223,42.7678,265.31,97,21,2.66,RU,1675459601
325,jumla,29.2747,82.1838,276.82,42,0,1.92,NP,1675459787
326,celestun,20.8667,-90.4,298.36,74,24,8.32,MX,1675459787
327,beringovskiy,63.05,179.3167,249.19,94,98,6.41,RU,1675459491
328,belmonte,-15.8631,-38.8828,299.55,76,1,4.32,BR,1675459788
329,namatanai,-3.6667,152.4333,299.71,80,100,0.57,PG,1675459788
330,alamos,27.0167,-108.9333,303.17,9,0,1.84,MX,1675459789
331,ambilobe,-13.2,49.05,296.81,92,12,0.64,MG,1675459556
332,le port,-20.9373,55.2919,299.15,83,92,2.1,RE,1675459789
333,johnstown,40.3267,-78.922,265.06,54,75,9.77,US,1675459754
334,henties bay,-22.116,14.2845,291.03,84,35,2.14,NA,1675459790
335,bentiu,9.2333,29.8333,297.96,15,100,2.47,SS,1675459790
336,faya,18.3851,42.4509,286.21,74,58,1.98,SA,1675459626
337,tateyama,34.9833,139.8667,278.2,85,100,4.04,JP,1675459791
338,geraldton,-28.7667,114.6,300.38,28,97,5.14,AU,1675459672
339,yerbogachen,61.2767,108.0108,247.05,100,90,1.33,RU,1675459792
340,hojai,26.0,92.8667,287.88,61,0,1.26,IN,1675459792
341,soluno-dmitriyevskoye,44.4031,42.7278,272.9,81,94,1.17,RU,1675459793
342,jouy-le-moutier,49.0107,2.0403,282.99,87,100,2.57,FR,1675459793
343,rehoboth,-23.3167,17.0833,297.63,52,100,4.48,NA,1675459794
344,abha,18.2164,42.5053,286.05,87,0,5.14,SA,1675459599
345,lucapa,-8.4192,20.7447,291.54,88,100,0.94,AO,1675459794
346,benjamin hill,30.1667,-111.1,295.83,12,45,0.67,MX,1675459795
347,moranbah,-22.0016,148.0466,296.65,84,100,1.6,AU,1675459795
348,selty,57.3132,52.1345,266.8,96,100,2.74,RU,1675459795
349,iqaluit,63.7506,-68.5145,238.0,59,20,11.83,CA,1675459628
350,lac du bonnet,50.2536,-96.0612,256.94,87,100,5.2,CA,1675459693
351,rawson,-43.3002,-65.1023,302.9,28,0,7.86,AR,1675459796
352,catabola,-12.15,17.2833,290.51,90,100,1.61,AO,1675459797
353,oga,46.4631,10.347,275.45,87,84,3.51,IT,1675459797
354,ljungby,56.8332,13.9408,271.47,87,66,4.41,SE,1675459798
355,cayenne,4.9333,-52.3333,299.17,83,75,4.63,GF,1675459789
356,oranjemund,-28.55,16.4333,289.68,94,3,3.11,NA,1675459798
357,luganville,-15.5333,167.1667,301.49,78,72,1.96,VU,1675459799
358,ninh binh,20.2539,105.975,292.3,96,100,1.2,VN,1675459799
359,gummidipundi,13.4,80.15,300.15,78,1,2.21,IN,1675459800
360,ranong,9.9658,98.6348,296.98,91,49,2.33,TH,1675459800
361,taksimo,56.3444,114.8794,252.59,94,100,0.94,RU,1675459801
362,matara,5.9485,80.5353,296.39,93,47,1.85,LK,1675459801
363,uusikaupunki,60.8004,21.4084,267.89,86,51,6.37,FI,1675459802
364,teya,60.3778,92.6267,253.67,100,100,1.2,RU,1675459639
365,polovinnoye,54.7914,65.9864,253.69,92,48,1.15,RU,1675459804
366,chimore,-16.9833,-65.1333,295.05,99,100,0.55,BO,1675459805
